Apalaí,Apinayé,Apurinã,Bakairi,Guajajara,Guarani,Kadiwéu,Kagwahiva,Kaigáng,Kaiwá,Karajá,Kayabí,kayapó,Macushi,Maxakalí,Mundurukú,Nadëb,Nambikuára,Parecis,Paumarí,Português,Rikbaktsa,Sateré-Mawé,Terena,Tukano,Urubu-Kaapor,Xavánte
oeahmar,,hiõkatsopa,tâsen,,,mabaati,,,,rieryõhyymyren,teꞌea,,iweꞌnapî,,,,,xahekoi,vakaihiponiri,,zikzurukunaha,,haukópono,,ćhïnicuyninwan,
inypapyhpyr,,aiõkatsopa,nhatoby,,,libatiicawaani,,,,arawiòhenaren,remimuꞌakwaa,,eꞌmopî,,,,,iyoawihe,ionibakhia,,zahawatawy,,uxov,,amllatac,
kymykyr,,pikamaene,idatân,,,ideleti,,,,rarybewihikỹmyhỹren,omokãꞌẽa,,rataikapî,,,,,wimaotyanehiti,anajaharihari,,nitotokoknaha,,porexópino,,lulapäcuśhanwan,
oẽkoror,,pinanã,ienomedâdoby,,,oweeni,,,,rexieryrenyõhy,pokutuka,,asaꞌ,,,,,xahaki,vavaipohihajana,,nitsasohokonaha,,kirikóp,,griegoćhüñatac,
oekyr,,xinikanã,yeinwântomoby,,,jikeetio,,,,rexierymyhỹren,auwana,,yapiꞌpî,,,,,hikakotane,avakano,,myzihik,,omómike,,chincaculcäñä,
inenehpyr,,hiamoni,mânhetoby,,,napoceni,,,,iruruõhy,iaꞌaga,,attîpî,,,,,wisomi,bikahinanikajahaki,,nakaranaha,,keusókino,,tacyalpunanlä,
kutuisar,,kisauakakĩpita,kâinwynedoby,,,etedinico,,,,ratibien,jarejemikwaa,,esaꞌpî,,,,,tyakekoahi,avarahihavi,,tsimysipariknaha,,ikopóv,,waquinllantatac,
tõsetapar,,nomana,ugonotoby,,,inai,,,,ritaõhyk,ꞌea,,yenunpî,,,,,kaxaiyatelikisakehe,avakaabokajana,,iba,,ikopono,,cushiculcanquiman,
tynenetuputyhpyr,,nimaxiõpeki,wawysebaomby,,,diniwile,,,,riworon,orety,,esenumenkapî,,,,,kaxawaiyetyaki,kamithari,,zikzuruspyk,,hímak,,maynülä,
zũset,,aamoni,iaduhoby,,,moyowie,,,,rexihitxinyren,teporowykya,,eesippiaꞌ,,,,,batixai,avakanakiroromisi,,mynahyrizikpobanaha,,oposíkino,,manchacücunäpä,
zupuhpyr,,nisãpirenã,egamenriby,,,ademiitio,,,,rihuren,mafuꞌama,,awau,,,,,noini,avanahoroabakhia,,izuknihibyi,,nikóhe,,üranülä,
onyrihpyr,,pisikaene,adaindân,,,odemaani,,,,rieryõhyyren,opotaꞌwaa,,uyaipon,,,,,iyihiti,omakhamabakhia,,atsae,,iváxo,,chalapacunanchic,
oẽpurihkar,,iokanaene,aguitoby,,,anoojeteke,,,,ritòbròn,mũꞌẽa,,yapîpî,,,,,kaxawaiyaki,avakakabajahinofi,,niwatsorokonaha,,ngohiyán,,uwishcäwan,
awãnopyr,,niamoni,impostu,,,mejiitico,,,,arueõren,pejety,,iwapuꞌ,,,,,kaseta,oavakoiri,,zitsotospykyryk,,yihoíkop,,isquirbishaćhü,
orumekar,,akamaene,sakadân,,,moyatini,,,,reerydỹỹnanymahãren,jeꞌea,,uniꞌmîrîkî,,,,,ainakoiyatyoi,namahimahionaha,,naba,,kotuyôpe,,cachacucunañatac,
enetopõpyr,,niokanatsopa,kâindatoby,,,obakajete,,,,riwaòbitinyren,iawopytymoꞌwoka,,napiꞌ,,,,,tyahaki,vakanakaramisikhama,,mynapyksoho,,veyopóno,,jesusninchicman,
tyyrypyr,,hãuikapire,âzenagazeohoby,,,lakati,,,,rabinaõhy,werekwa,,arapunpî,,,,,wamoki,joijoraki,,nidydyky,,viyókeov,,culindanćhü,
tynapoihpyr,,ikamaene,âtâdyguyhomoby,,,lanoke,,,,riròtenyren,jemuaẽmeꞌema,,yonpapî,,,,,nawaiyeti,bivajoronibakhia,,zitsaktsak,,ihíkaxopono,,limäcä,
õkyryr,,pimaasakapire,tydatân,,,lidieti,,,,riwaerynanyren,aeporowykya,,ewonpî,,,,,kaoki,avakogakhama,,pitabaka,,evéko,,bawtisaśhäpï,
kuetuarimar,,iminapire,imakehomoby,,,iwile,,,,sõweren,pina,,muurukuntîpî,,,,,himabeterahareneta,nadara,,tsipahadisahakanaha,,oposíkopoino,,mirisin,
typoremãkapor,,aiokanatsopa,waunropy,,,modinawalaceti,,,,rehuren,najanety,,koꞌmanpî,,,,,hiji,jokojokokaraho,,nepyksohoko,,enjókope,,caycälinäpä,
ohtomar,,ikamanã,ebyrypy,,,monadeegitedico,,,,rotykõhy,apikutuka,,yekaranmapopî,,,,,nexahi,imorobohari,,zumuzo,,ináko,,lipäculatac,
kuomomyr,,sãpirenã,tingonotoby,,,odawikodi,,,,iubỹtỹn,jarekwaapa,,yeꞌkapî,,,,,exoi,biavanokhomi,,mypubyi,,evékino,,diostac,
ipynanopyr,,hĩkamaene,enagazedomoby,,,alewakawaani,,,,riwerydỹỹn,pẽporowykya,,atarimapî,,,,,xasemi,jâha,,inakypykyknaha,,exetín,,milaycälichinä,
toepyrypar,,aiãtapanã,sakâjihoby,,,mopitacico,,,,ijõdiren,imomya,,iwon,,,,,wakati,onatharara,,nimysukni,,koépeken,,licaycunäpä,
eset,,pote,ekâjihoby,,,madimonyaatini,,,,ibinatyt,faa,,emurukuntîpî,,,,,exoahiti,nahihavi,,tabyryky,,oxokén,,uyalïcunäpïñatac,
tõseporytopõpyr,,kamanã,xutudânryby,,,otedico,,,,reyteren,wupa,,erepanpî,,,,,hakahinaeti,avavaasara,,tsimopomonaha,,íkenexo,,chaypïtañatac,
oweniketyr,,posẽ,mâjityendomoby,,,lopiteni,,,,relemyhỹren,irã,,emurukunpî,,,,,iyakawatyahi,bikatapafia,,tsimaha,,iteôv,,willaśhantanü,
tyyrypyhpyr,,ĩpiriãke,tâgatoby,,,eloodoliti,,,,rityhynyõleren,napẽ,,ikuꞌneꞌ,,,,,otehenahiti,anaabinimani,,mosu,,ahikúxeov,,caypä,
tynynomohpyr,,ĩpiriãmi,mâzenomedâohomoby,,,egitico,,,,rakonanan,tet,,moꞌkapî,,,,,ahowitihalikiji,bivakaijokajahaki,,zikziwatahaka,,kamahúpiko,,muyulcuśhanćhü,
kymõkomohpyr,,nitaraua,iopi,,,malatitico,,,,riwawiòhenanyren,enet,,inaipon,,,,,kakaisanisaki,akasakarabakosi,,tsipibe,,nzopenókexo,,allinlä,
oeraximar,,amanaraua,yetoby,,,idimonyatedico,,,,kat,pãjẽt,,karakapî,,,,,kamawane,nofiri,,nizuknikinaha,,ihókopov,,paradïrun,
oekaror,,omaã,hondânryby,,,madinilakideniti,,,,rarutaamyhỹren,jarejot,,epaꞌkapî,,,,,aeroriti,vakaimajahakhama,,mysake,,koseán,,śhalcamuyninwan,
oehtopõpyr,,apiatapara,âzenokuohoby,,,jopoti,,,,riojinyren,jaret,,woimaꞌ,,,,,kaxafityaki,onajoi,,mowatsoronaha,,íkopino,,cayalcaptï,
oũset,,atxĩki,odopâdoby,,,ejigotio,,,,raijeran,najanet,,epîremapî,,,,,ahalakoai,vatana,,tsipamykysokonaha,,yuvoróko,,miläläliptin,
iniotar,,xike,sapioguhoby,,,dakapeti,,,,awiõhy,ojoporo,,esekaranmapoꞌpî,,,,,ijoi,biogahahavi,,tsinymyrykynaha,,koukópe,,shiminwan,
inekarohpyr,,matxĩki,nhântân,,,onibeoti,,,,rirubunyõhy,porerekoa,,pîmîrîkkî,,,,,kaxaikoakai,natxiotxio,,mysiokzoikiknaha,,ngopúhikinope,,licäwan,
tykyryr,,xikaraua,sagüimpy,,,aloideni,,,,iòrarunaõhy,ifur,,yennoꞌmapî,,,,,kinaterehe,jahajahari,,myzokorosoho,,koepékexe,,lisishacunä,
ipenetar,,apaiaõkaraua,etâniby,,,onadokoje,,,,rexixãwididỹỹn,ruruꞌjaweꞌem,,eesepiꞌ,,,,,maomakahareta,kanabajadi,,tsimopuziukunaha,,kapayásokop,,mañacuśhanman,
anamorepahpyr,,apiaereka,tâtâdyguyhoby,,,yatematitedio,,,,rewahinyõhy,reseꞌem,,ayaipon,,,,,aokanai,ahidanana,,iopuke,,perekáxo,,alistaycamayninwan,
kupuhpyr,,takaraua,aguientân,,,onioxoadipiti,,,,jesuisiwat,papaweꞌem,,ekoreꞌmapî,,,,,kaomaki,vanaabinikamari,,izumuku,,ombosíko,,wiñaycunanpä,
õturutopõpyr,,auanã,induakehomoby,,,dinixotini,,,,rabiõhy,kujaur,,wîtîpî,,,,,aotyakiji,vakarajomiri,,mymyzuhunaha,,ekoxóv,,chuliquipä,
otuarõtanohpor,,pitso,tâwâensen,,,odigikati,,,,nihikỹtyh,porogytar,,aweꞌtarumaꞌ,,,,,kawiyati,onani,,inauzuzukbanaha,,ikoseânaxov,,ćhasquiyan,
ĩpenehpyr,,iãpo,ietoby,,,diitedio,,,,rexihedỹỹn,apopaweꞌem,,yakoꞌmenkapî,,,,,notyaoni,thorothoronani,,tsipiktsumuẽhĩnaha,,uken,,cayäcä,
typer,,itokĩkaã,tawâsen,,,wajipatedio,,,,rirurawonyren,okwaaw,,aweꞌrepapî,,,,,ahekoti,kavafori,,ziakbata,,okotúmonexop,,paycunawan,
opymyr,,atamatoõ,etyhoby,,,iditacedini,,,,rabun,omojewageꞌem,,saraꞌmoꞌpî,,,,,xawaiti,akanikhariabakhia,,asazuba,,okoponov,,lilcul,
tymerenot,,motĩkauako,tientoby,,,moniditio,,,,rexiijesudỹỹn,teepaw,,epon,,,,,nonaki,vaakodiajaha,,inatsuk,,ipuhíkope,,tantiaśhallanmannü,
tutuarimar,,amiananã,kânhetoby,,,nadeegitedico,,,,reijeren,omogerukareꞌem,,eꞌrepapî,,,,,kaketati,ianahoariha,,iktsasoko,,omótoken,,licalimuśhanpï,
otuarimapor,,pokĩkaã,ewisedân,,,anoyale,,,,roholaõhyymyhỹren,iwaẽmeꞌem,,napon,,,,,waoliti,avakavagahinai,,tsikurunaha,,itukóheye,,wayapäpä,
kuek,,kitso,tâmakezen,,,awikotaa,,,,xiwenat,apoeꞌem,,nepiꞌ,,,,,xanehenahiti,pohimaja,,mywaknaha,,káyuhikope,,tantiayninwan,
tupuhpyr,,poã,âpyni,,,moibootio,,,,rõhõtinymyhỹren,amuneweꞌem,,yewaꞌtîpî,,,,,xoimita,akavaadaha,,isuknihibyi,,ngoítopone,,chunyänincunaman,
kynyrihpyr,,apiaene,ekobyzeguehoby,,,anototico,,,,releren,ior,,newaꞌ,,,,,sekohe,avidora,,tsipamyikaha,,koepékop,,ćhaycälichil,
õturupor,,tiokaãpo,inomedâzezenimoby,,,dayaagetio,,,,ròerydỹỹnan,kũimaꞌer,,ikuꞌpî,,,,,tyoi,vakanaabinikhama,,tsikzumunaha,,koitópon,,chulinpïtañatac,
onymerohpyr,,kamasãpirena,iwanopy,,,waxoditini,,,,riwaninimyhỹren,raem,,aweꞌpaꞌtîpî,,,,,wawaiyetyoawi,avavajoroni,,ahae,,ivóngopone,,yaćhantac,
kuekyr,,topãkanã,kâunrutoby,,,odakati,,,,ròwidỹỹren,aꞌer,,yekkariꞌ,,,,,xawaiyetyoawi,nakaijana,,nikozonaha,,ongin,,watapï,
tynyrir,,kitxakariãpo,âsedaenguhoby,,,dinale,,,,rebutun,ꞌer,,ekonekapî,,,,,kaxaxikatyaki,vakanavaranihabakhia,,moparak,,ípoix,,nishanćhü,
akasanar,,komokaã,tyaduântoby,,,mowidije,,,,riwadeàlànanyren,ypytunaiw,,aakoꞌmanpî,,,,,tyomahi,vakavaihinika,,pepuruk,,angénex,,jinalcul,
onepekatyhpyr,,arakapoaka,adaguhoby,,,abeya,,,,rahõtinywãhãren,jeaporamuer,,autîpî,,,,,wikina,okaabokajana,,nisiparikik,,íkutipasikopone,,ulcuncunaćhüñatac,
kuenurutopõpyr,,koxiripa,nhapygueniby,,,ewali,,,,inyrat,fuakar,,ekaremeꞌpî,,,,,ehokotyoi,kaihimiri,,tsiktsasokonaha,,koatín,,śhuśhülun,
tynenehtor,,petokakiti,nhawâtoby,,,meetio,,,,riwyren,mojerowiareꞌem,,iꞌkanpî,,,,,aiyatelekihenahiti,aakaabokajana,,niakozonaha,,kóyunuke,,müdanactanü,
tỹpokonopyr,,karone,inwânwânipy,,,igotini,,,,ritxuatxuaren,kwaaweꞌem,,eesesa,,,,,waiyateretyoi,onajahariharibakhiadanoki,,pitydydywyzo,,semekén,,shimillanwan,
kuesar,,iomakote,kykehoby,,,yajoitedio,,,,raberuwãhãren,sereꞌem,,muurukun,,,,,maonene,vanaababakhia,,inasikzonaha,,haxákin,,munayniyücäpïtatac,
onenehpyr,,pare,iewiâpadoby,,,noxiwi,,,,wiirot,ayypeyper,,eeraꞌ,,,,,haokowi,okaabanidanoki,,piksohometukunaha,,inamakope,,munätuculcaptin,
oenahkapor,,takanapapirena,etyimby,,,yakati,,,,adeuxurenyõhy,imonyg,,yenpatamopî,,,,,kahakatyaki,vakabadanijahaki,,pimoewynaha,,ímaikexe,,müdanawanlä,
tynaõmahpyr,,kiitãta,sawentâdoby,,,dopitico,,,,ratòbònyren,imopojoꞌog,,esenupaꞌpî,,,,,xiji,avagahajaha,,namysapybyrikinaha,,tetúke,,callpanchacuyä,
tõtyryhkar,,pirekõ,kuomaroby,,,onadeegitico,,,,ubet,waꞌyreꞌem,,aasaraꞌ,,,,,kinaseta,varasohahavi,,pinynaha,,ngóhiyanaye,,ishyacüluptinñatac,
topinopyr,,misirikare,ile,,,yadeegitedico,,,,aluunihikỹren,porogytapaw,,yeparan,,,,,mawatyalisakahalota,okhajora,,mynayzik,,mbóhuxe,,uycuśhä,
owenikehkapor,,atoka,âseinwândomoby,,,adinanati,,,,riijemyhỹren,wyg,,ipaꞌtîpî,,,,,awaiyetiti,oakariaka,,ahahara,,pôrekexe,,chalapacuyninwan,
kuenahkapor,,sãpirena,sainlânehondân,,,otedini,,,,riyreriyren,fuꞌam,,uutîpî,,,,,aiminiji,ajabana,,tsimypamykysonaha,,vitúkin,,licalcämuptin,
tyer,,nitero,iweomby,,,nele,,,,ritusan,oeꞌem,,ironapî,,,,,kahiyalatyaki,kavagahari,,taypykyknaha,,ivohík,,ćhäcälimuptin,
oepehpyr,,pĩkare,tohoguezen,,,igaati,,,,rexityynymyhỹren,teepaweꞌem,,rukkuꞌnî,,,,,kaxawatyaki,maromaroha,,zispihikbatabanaha,,éhahikin,,ćhulaycuśhanćhü,
kypanar,,tsiĩ,tylamparina,,,adexociti,,,,wadeysaren,teoeꞌem,,etiyomapî,,,,,hikirawane,avanakaidivajahaki,,zikoktyhyryknaha,,koúhepeke,,ispiritunwanlä,
onymenekahpyr,,atatsiire,anhetân,,,dawikodawaani,,,,riryberen,nemianuw,,eseꞌmaꞌ,,,,,hiyi,bavi,,mynakaranaha,,kóyunuhike,,walaśhllä,
otuisar,,minapirena,ipyniryby,,,atanigije,,,,ritamadỹỹnyren,amojerowiareꞌem,,siꞌpo,,,,,kaiyalahareta,avanaababakhia,,zipehaka,,ongótixopon,,licäcä,
zot,,arói,mâinwântomoby,,,obe,,,,raròren,momeꞌur,,moꞌtapî,,,,,kaxakaisaki,okaabini,,ziwabynaha,,isúkope,,licänin,
kuexir,,misãkirepiretaka,aguykehoby,,,anena,,,,raeryõhy,ꞌareꞌem,,yekaꞌmapî,,,,,xamoki,torori,,nisiwaby,,kóxunakope,,walmicunañatac,
orikyr,,oerekare,ihoguyimby,,,dalitedio,,,,reerymahãren,jeupir,,yenuꞌ,,,,,kahinaeti,anokhomijana,,jobetehane,,éhahik,,lisinchic,
kuorikyr,,saseto,nhygakehoby,,,ialetico,,,,rirarytxyn,apopaw,,eewonpî,,,,,xiyaiyi,diribani,,mysiharasusuku,,ahápin,,luläcunañatac,
tukurãkar,,kiresẽ,kaikânroby,,,ejati,,,,rahõtinyren,pejekatuꞌogeꞌem,,ekaranmapopî,,,,,hamaniya,avagathajana,,nimyharasusunaha,,koépekope,,caminućhü,
kuoseanahtor,,ipĩki,tonomeguneimby,,,moyadee,,,,rihyd,mateepaweꞌem,,eeseꞌmaꞌ,,,,,namoki,narapata,,niwakbaiknaha,,exéxe,,licanallanpä,
ananymyhpyr,,pitikiri,âiguehoby,,,natiati,,,,arãrybeweityhynanyren,kwasiapaweꞌem,,eesenpopî,,,,,ximaxatyahane,binahoki,,moparakzo,,iríke,,ñawiquiwan,
aporir,,xirataã,âjigama,,,inike,,,,raòrun,waẽmeꞌem,,tarumaꞌtîpî,,,,,aokanati,anahihavi,,inahyrizikponaha,,kóyuseye,,shimillapï,
oemar,,tapike,hoguyhoby,,,abaati,,,,ihoõhyk,naꞌaw,,waikîpî,,,,,axikai,igathani,,tsimoziknaha,,yómotin,,amatac,
toehtopõpyr,,txipería,emagadudoby,,,oyokoletini,,,,webinadut,porogytapaweꞌem,,eesekainunpî,,,,,naberexoi,namorobohari,,ikumuku,,íyoke,,willaptin,
tonurutopõpyr,,taparã,epi,,,ladili,,,,araixãwidin,pejejeapyor,,muurunkun,,,,,nomásemanihareta,kahogoi,,myzipehazo,,ivónge,,rispitanaculcänan,
õnykyr,,makiomatare,inata,,,odigotini,,,,riwisỹnyren,wapisieꞌem,,esewankonoꞌmapî,,,,,kolo,vakaniha,,taharabihik,,kapáhakin,,rätullapä,
onykyr,,apakapapirena,kewâtomoby,,,adokolenitedico,,,,rierytyhykõleren,katueꞌem,,iraꞌtîpî,,,,,mini,akanakaramisikhama,,kaharakoke,,víyok,,quićhacacüluptin,
tõxir,,õtãkipirena,egatuhoby,,,akaatio,,,,araitxenan,renyeꞌem,,wenaimepî,,,,,iholita,vakaathifora,,mysihobyknaha,,keyunúk,,caśhtapï,
kuatakorehmar,,xiripi,xunâgoby,,,dinikeetio,,,,resewãhãren,apyg,,unepuꞌ,,,,,mokoawi,avavahonariahi,,zihyrizikwarakanaha,,iyóyoke,,intiruman,
ipir,,ãtsaã,awitoby,,,jiwile,,,,rabedesaren,waẽm,,eeseurîmapî,,,,,kaxaxalisaki,vakaijahita,,araparẽta,,tetúnoye,,lulïninćhü,
oytor,,arẽka,isejiguyby,,,nabookoje,,,,riòlòdỹỹnyren,mureꞌem,,naꞌ,,,,,kaxonatyaki,bivakaaji,,tsimykozore,,íkitixapin,,cayninwanlä,
õpener,,okani,tâjimebya,,,adokolenitedio,,,,itỹnytyh,jatykapaw,,upaꞌtîpî,,,,,kaxaerakisaki,bikaabokahahavi,,tsikmykokorohyknaha,,yahík,,lläbiycachishallayquinü,
oetar,,uakõ,homby,,,oaditio,,,,rawodỹỹn,jaꞌwyjaꞌwyr,,eesuꞌnaꞌ,,,,,biyaloi,iabini,,ziknaukuru,,yúpuririhike,,lisiyalcal,
anarykahpyr,,pesi,nhuduhoby,,,oninyaa,,,,rotamanymyhỹren,rerekoeꞌem,,won,,,,,kaxateroakisaki,rajorajo,,nipuruk,,iséneupin,,pasalcullaptin,
ikasanar,,taniri,eaundupy,,,idoiti,,,,reteòsinyren,poronuweꞌem,,yaraꞌ,,,,,nisakoatyahi,vakanikhariabakhia,,natok,,keyukóp,,cuyanacunanchic,
inyritopõpyr,,apaxa,âwanxie,,,yajigotedi,,,,wiòhedỹỹduren,itykureꞌem,,woꞌpapî,,,,,xikaxomokaki,ibodikaraho,,kasake,,kapahákin,,cäsüninman,
typytar,,pẽtekósi,tâpywadoby,,,oyadeegitibi,,,,rituunyren,ryjuapir,,epantakapî,,,,,atyahi,vakosakhama,,zitsumuẽhĩkĩ,,inánguruke,,paycunapñatac,
iper,,mãka,nhawâtomoby,,,dinioxomi,,,,ritoonyren,omojerowiareꞌem,,esekaranmapopî,,,,,mawenanehareta,avahari,,tsipahaharasusu,,iháxihike,,jesusninchicćhü,
kuehxirotopõpyr,,mĩkita,mânhâkyhomoby,,,oyelotio,,,,riratòbònyren,kyreꞌem,,yapurîpî,,,,,xaiyasetyoi,dobakhia,,tazahae,,yúnzoike,,walmicunätañatac,
kuomihpyr,,ãtxipatiri,typyniguen,,,aniota,,,,riukòren,moygeꞌem,,inuꞌ,,,,,kaxaisaki,bodinari,,nezutsuk,,ahîkux,,anyapaycul,
tynapyr,,xikotaka,âkuirimby,,,ewike,,,,retyhenyren,kwasiareꞌem,,eraꞌmapî,,,,,hoholati,diahiri,,tsipitsumuẽhĩ,,kóxunake,,liyaptin,
tynymerohpyr,,kanoke,amâiehohomoby,,,aweeni,,,,tuuõhy,jareporogyt,,poꞌtîpî,,,,,wikaose,binapohimaja,,atatu,,ípuke,,puliyal,
õseanahtotopõpyr,,iitopanere,ideus,,,emiitio,,,,riijõn,ekoeꞌem,,iiꞌpî,,,,,katyaisaki,oanaipohi,,mytyktsehe,,okónok,,caynütac,
tonẽtopõpyr,,õtãkikare,nheinwântomoby,,,ligegitio,,,,riwiut,imomeꞌueꞌem,,nîpokapî,,,,,mairainehareta,vakanakaramisikhamajahaki,,mysihudizu,,iyúkope,,anlacüluchwan,
ourutopõpyr,,serẽka,takâjihoby,,,adoiitio,,,,rõhõtim,jerewypyr,,namapî,,,,,ahekoi,binofijaha,,ziwatahaba,,véxok,,apaycuśhanwan,
aepyr,,vĩ,ibyrypy,,,anidokoyati,,,,rahuren,oseꞌem,,esenunpî,,,,,emaisahe,kamithavaha,,nitsasobanaha,,vitúkope,,milayniquiwan,
torẽnar,,sikapõere,anhetoby,,,dowicetedico,,,,riteòsiriteòsin,jeꞌareꞌem,,tekaranmapopî,,,,,waiyorahi,bivajoiribani,,niubaranaha,,ngúve,,apalcaćhalcul,
oeset,,tóa,eanju,,,meetedio,,,,retỹnydỹỹn,tyweꞌem,,aapakapî,,,,,aihalahalinikiji,athararihahavi,,pahapehahik,,koítopone,,cacuptin,
tõmihpyr,,porotẽ,tyispiritu,,,idoditico,,,,riòbitidỹỹnymyhỹren,rerureꞌem,,esenyakaꞌmapî,,,,,mahokoaniti,hoariha,,ziakbatanaha,,víhuin,,ñacachishalä,
oewomar,,okaniuataka,âjityendân,,,aijeke,,,,ritxỹten,jejeuweꞌem,,epereꞌpî,,,,,kaxaiminisaki,okanamonihahavi,,mymyhyrinymyrynaha,,itúkope,,linä,
oupuhpyr,,sirimata,atuhoby,,,liwigotini,,,,rityhydỹỹnyren,ẽm,,asaraꞌ,,,,,kawakatyaki,akanasohijana,,tsizozokonaha,,kátarakop,,cuydaycüllanpä,
onetahpyr,,misirienere,âispiritu,,,ejonawaani,,,,reseren,omoꞌwyr,,paꞌtîpî,,,,,kaomaxe,vakahojaibakhia,,ikumu,,kuvovóp,,tincuycälimunayquipä,
openetar,,maa,adyesen,,,anoyati,,,,reijenyren,ruraꞌneꞌem,,inesa,,,,,timini,anokibakhia,,zitseknaha,,ehévok,,moisespï,
oẽxir,,pirã,âpaunzedân,,,lemaani,,,,iluuõren,erowiareꞌem,,pantakapî,,,,,wisaonita,vakaimajahari,,nisipaparikik,,íkoroukeye,,caśhanmannü,
tomar,,norikare,âdyâhoby,,,yajigotio,,,,rihedỹỹn,erur,,aawittapî,,,,,wikaseta,odabohamisi,,tsimysihobyk,,îrihik,,wañüchiptï,
oerẽnar,,koana,adâitomoby,,,modinoojeteti,,,,ribohon,tejukaeꞌem,,tîîpî,,,,,maiyarehiti,aakaragararikhama,,niakbari,,ihún,,puchünintañatac,
kuurutopõpyr,,tiraõki,tâzexi,,,liwigoti,,,,rexiteren,jeawopytymoꞌwog,,etapî,,,,,tyoti,kihibakhia,,mytazahae,,íyek,,puśhayaptin,
aaror,,apio,ingâsedoby,,,egitio,,,,raujõmoren,kaaruw,,iwoimaꞌ,,,,,jijikoahi,bikanamahi,,piwabytoktonaha,,îrihike,,captinñatac,
onekarohpyr,,paniãre,etaynrimby,,,lanike,,,,iratyyt,ojewyreꞌem,,uyaraꞌ,,,,,kawiji,isohinana,,tahaypyknaha,,íngoroixe,,sasirdüticunawan,
kynyrir,,noakitsa,nhuduhomoby,,,eetacedio,,,,manat,rureꞌem,,pokapî,,,,,haotyakiji,okaathiri,,tapapykwy,,hákox,,lulaycunactalä,
tynener,,tiĩro,wonnipy,,,inawaani,,,,okoren,iwaẽm,,nepoppî,,,,,xaoki,bikajoamorajaha,,ahahyrizik,,ivóng,,andresñatac,
kuapiakar,,xare,tadakobâdoby,,,atacio,,,,riheludunyren,rekor,,au,,,,,naotyakiji,kaabokajana,,tsinymyrybabanaha,,íngutipasike,,listraćhü,
ipatar,,isĩkata,apiogüimby,,,aniwakateeniti,,,,ribedeerydymyhỹren,manũeꞌem,,awentaimepî,,,,,nawenaniti,movajahaki,,tsimysikorobanaha,,vayákukopon,,licapapäcul,
oper,,omanãkare,kydâseinwândoby,,,ijoolati,,,,relyymahãren,ijemogypyygeꞌem,,aatariꞌkuꞌ,,,,,kawaiyaki,daradaraha,,tsimyspirikponaha,,íkorohike,,maynütac,
kuomir,,ĩtaniri,tâwânunen,,,linike,,,,ratyt,sawaꞌer,,umanenpapî,,,,,xisaonita,ahapihapi,,moakuknaha,,kepayásokin,,niycuyaptin,
oritopõpyr,,eopara,ienehonrimby,,,anodigotini,,,,remyren,ypytuꞌnĩn,,iꞌpoꞌpî,,,,,temi,oogajana,,okoro,,ehahík,,muyuncunañatac,
kukurãkar,,koi,tygata,,,miniwatedi,,,,witxiradiren,kwasiarukareꞌem,,kuꞌpî,,,,,niyi,vavaasara,,nabytykare,,eháke,,watactalä,
okorokar,,iuikare,sâtân,,,dowicetico,,,,rekoamahãren,werowyg,,weꞌneꞌpî,,,,,maxatyahakahare,binijora,,nipamykysokonaha,,urúhikop,,tucalpüluptinñatac,
ipoetor,,eene,tygarosa,,,nicia,,,,awityhyren,jewyreꞌem,,yenupapî,,,,,ekaotyakati,nofidoro,,mysitotokbaik,,yupúninike,,acchictanü,
okurãkar,,karõ,saunkuimby,,,adootini,,,,rabedeòtiidỹỹn,aetyweꞌem,,asaꞌreꞌ,,,,,maxaisane,ahanana,,nisisukyrikinaha,,haxáke,,yanalpamuptin,
tynysekeremahpyr,,kiomã,mâentomoby,,,anoyatedi,,,,ritỹxinyren,jewyraꞌneꞌem,,uyenuꞌ,,,,,kakaxaihakoretyaki,dohibakhia,,mysidydykynaha,,ítixe,,munayninpï,
kynekaropohpyr,,erio,aietoby,,,lewa,,,,rexitòenymahãren,jeꞌegeꞌem,,enpenatapî,,,,,kaxatyahaki,ahoarabakosi,,pokzitsikinaha,,kopuhókop,,chalapacuyllanchicpatac,
tuãnopyr,,sanõka,emakehoby,,,ademi,,,,reseben,ijeapoeꞌem,,eꞌkuꞌpî,,,,,mohiti,arihihahavi,,iwatu,,koítope,,limaśhanmannü,
tynekarohpyr,,meko,ipeba,,,dinikatini,,,,rexisyn,omowowog,,yaꞌsan,,,,,nokaxomokaki,vananokiajahaki,,pipokzitsikinaha,,vivók,,limaśhäpï,
õsenetuputyr,,tikako,imâembaomby,,,ilipaditi,,,,ritòen,ipotyr,,nesa,,,,,takoiyaxai,vavaipohihabakhia,,tsimytsasoikiknaha,,éhake,,licaćhacämul,
ooryhmar,,isikario,tuhoguyhoby,,,eloodoti,,,,riõbran,tywereter,,tînkuꞌneꞌ,,,,,tityoi,najoroni,,nanabyizuknihibyi,,ípoke,,pachäman,
õmomyr,,irĩ,saintoby,,,anowajipatio,,,,riixãwidỹỹnyõhyyren,jewageꞌem,,yaapî,,,,,xaihalahalinikiji,bararakhamajana,,nazipik,,kayukóp,,walmiculcul,
oerohtopõpyr,,kremẽ,âsenagazedân,,,liwitii,,,,ririran,oypiw,,noꞌpîtapî,,,,,maimahiro,vakahano,,niwatsohoroko,,iháxikopone,,sänäśhä,
